common_name,confidence,aru,date,time,sampling_interval
Carolina Wren,0.5559,ED_aru14,2025-04-19,06:20:00,20250419_06:20:00
Mourning Dove,0.345,ED_aru14,2025-04-19,06:20:00,20250419_06:20:00
Carolina Wren,0.2797,ED_aru14,2025-04-19,06:40:00,20250419_06:40:00
Chimney Swift,0.4203,ED_aru14,2025-04-19,06:40:00,20250419_06:40:00
Summer Tanager,0.4872,ED_aru14,2025-04-19,06:40:00,20250419_06:40:00
Yellow-throated Warbler,0.2683,ED_aru14,2025-04-19,06:40:00,20250419_06:40:00
Rock Pigeon,0.313,ED_aru14,2025-04-19,06:40:00,20250419_06:40:00
Carolina Wren,0.9578,ED_aru14,2025-04-19,07:00:00,20250419_07:00:00
Chimney Swift,0.3109,ED_aru14,2025-04-19,07:00:00,20250419_07:00:00
Brown Thrasher,0.3383,ED_aru14,2025-04-19,07:00:00,20250419_07:00:00
Chipping Sparrow,0.3442,ED_aru14,2025-04-19,07:00:00,20250419_07:00:00
Blue Jay,0.3753,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Chimney Swift,0.934,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Rock Pigeon,0.4548,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Pine Warbler,0.3106,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Great Crested Flycatcher,0.666,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Carolina Wren,0.2986,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Eastern Towhee,0.3506,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Wood Thrush,0.305,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Eurasian Collared-Dove,0.5619,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Barred Owl,0.3246,ED_aru14,2025-04-19,07:20:00,20250419_07:20:00
Carolina Wren,0.6682,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Northern Cardinal,0.6507,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Ovenbird,0.3497,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Wood Thrush,0.267,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Chimney Swift,0.9978,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Blue Jay,0.5109,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Kentucky Warbler,0.5104,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Red-eyed Vireo,0.3154,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Great Crested Flycatcher,0.511,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Red-bellied Woodpecker,0.4213,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Tufted Titmouse,0.2799,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
American Redstart,0.2622,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Scarlet Tanager,0.3238,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Osprey,0.8738,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
American Robin,0.3247,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Rock Pigeon,0.2712,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Pine Warbler,0.466,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Ruby-crowned Kinglet,0.7312,ED_aru14,2025-04-19,07:40:00,20250419_07:40:00
Carolina Wren,0.7228,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Blue Jay,0.3064,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Rock Pigeon,0.4889,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Red-bellied Woodpecker,0.6243,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Chimney Swift,0.348,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Ruby-crowned Kinglet,0.3413,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
House Finch,0.6815,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Eurasian Collared-Dove,0.4767,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Mourning Dove,0.337,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Barred Owl,0.4945,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Tufted Titmouse,0.3932,ED_aru14,2025-04-19,08:00:00,20250419_08:00:00
Pine Warbler,0.6666,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Chipping Sparrow,0.2936,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Northern Cardinal,0.3723,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Chimney Swift,0.4551,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Eurasian Collared-Dove,0.2626,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Carolina Wren,0.3814,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Blue Jay,0.2581,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Rock Pigeon,0.4213,ED_aru14,2025-04-19,08:20:00,20250419_08:20:00
Chimney Swift,0.5631,ED_aru14,2025-04-19,08:40:00,20250419_08:40:00
Northern Cardinal,0.4242,ED_aru14,2025-04-19,08:40:00,20250419_08:40:00
Carolina Wren,0.8145,ED_aru14,2025-04-19,08:40:00,20250419_08:40:00
Pine Warbler,0.3627,ED_aru14,2025-04-19,08:40:00,20250419_08:40:00
Blue Jay,0.4023,ED_aru14,2025-04-19,08:40:00,20250419_08:40:00
Eastern Towhee,0.5995,ED_aru14,2025-04-19,09:00:00,20250419_09:00:00
Chimney Swift,0.7365,ED_aru14,2025-04-19,09:00:00,20250419_09:00:00
Carolina Chickadee,0.3945,ED_aru14,2025-04-19,09:00:00,20250419_09:00:00
Broad-winged Hawk,0.2849,ED_aru14,2025-04-19,09:00:00,20250419_09:00:00
Chimney Swift,0.5689,ED_aru14,2025-04-19,09:20:00,20250419_09:20:00
White-eyed Vireo,0.3001,ED_aru14,2025-04-19,09:20:00,20250419_09:20:00
Pine Warbler,0.5199,ED_aru14,2025-04-19,09:20:00,20250419_09:20:00
Blue Jay,0.2652,ED_aru14,2025-04-19,09:20:00,20250419_09:20:00
Rock Pigeon,0.3611,ED_aru14,2025-04-19,09:20:00,20250419_09:20:00
Carolina Wren,0.3534,ED_aru14,2025-04-19,09:20:00,20250419_09:20:00
Chimney Swift,0.3778,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Tufted Titmouse,0.3041,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Bachman's Sparrow,0.2699,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Carolina Wren,0.4325,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Broad-winged Hawk,0.2818,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Rock Pigeon,0.8448,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Northern Cardinal,0.3319,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Carolina Chickadee,0.4926,ED_aru14,2025-04-19,09:40:00,20250419_09:40:00
Chimney Swift,0.9961,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Rock Pigeon,0.4216,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Eastern Towhee,0.4585,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Brown-headed Cowbird,0.358,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Northern Cardinal,0.3385,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Carolina Wren,0.7719,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Wood Thrush,0.3313,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Painted Bunting,0.2644,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Kentucky Warbler,0.2516,ED_aru14,2025-04-19,10:00:00,20250419_10:00:00
Chimney Swift,0.4269,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
Yellow-billed Cuckoo,0.3218,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
Northern Cardinal,0.295,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
American Robin,0.2902,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
Carolina Wren,0.4259,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
Fish Crow,0.4113,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
Blue Jay,0.2534,ED_aru14,2025-04-19,10:20:00,20250419_10:20:00
Chimney Swift,0.9918,ED_aru14,2025-04-19,10:40:00,20250419_10:40:00
White-throated Sparrow,0.2517,ED_aru14,2025-04-19,10:40:00,20250419_10:40:00
Rock Pigeon,0.2541,ED_aru14,2025-04-19,10:40:00,20250419_10:40:00
Northern Cardinal,0.645,ED_aru14,2025-04-19,10:40:00,20250419_10:40:00
Red-tailed Hawk,0.5769,ED_aru14,2025-04-19,10:40:00,20250419_10:40:00
Kentucky Warbler,0.5469,ED_aru14,2025-04-19,10:40:00,20250419_10:40:00
Northern Cardinal,0.3575,ED_aru14,2025-04-19,11:00:00,20250419_11:00:00
Chimney Swift,0.4415,ED_aru14,2025-04-19,11:00:00,20250419_11:00:00
Eastern Towhee,0.4011,ED_aru14,2025-04-19,11:00:00,20250419_11:00:00
Blue Jay,0.3084,ED_aru14,2025-04-19,11:00:00,20250419_11:00:00
Painted Bunting,0.3788,ED_aru14,2025-04-19,11:00:00,20250419_11:00:00
Great Crested Flycatcher,0.7347,ED_aru14,2025-04-19,11:20:00,20250419_11:20:00
Chimney Swift,0.7102,ED_aru14,2025-04-19,11:20:00,20250419_11:20:00
Swallow-tailed Kite,0.4156,ED_aru14,2025-04-19,11:20:00,20250419_11:20:00
Rock Pigeon,0.2832,ED_aru14,2025-04-19,11:20:00,20250419_11:20:00
Chimney Swift,0.838,ED_aru14,2025-04-19,11:40:00,20250419_11:40:00
Great Crested Flycatcher,0.2983,ED_aru14,2025-04-19,11:40:00,20250419_11:40:00
Carolina Wren,0.6176,ED_aru14,2025-04-19,11:40:00,20250419_11:40:00
Northern Cardinal,0.7008,ED_aru14,2025-04-19,11:40:00,20250419_11:40:00
Painted Bunting,0.3597,ED_aru14,2025-04-19,11:40:00,20250419_11:40:00
Northern Bobwhite,0.361,ED_aru14,2025-04-19,11:40:00,20250419_11:40:00
White-eyed Vireo,0.6563,ED_aru14,2025-04-19,12:00:00,20250419_12:00:00
Chimney Swift,0.2794,ED_aru14,2025-04-19,12:00:00,20250419_12:00:00
Pine Warbler,0.4485,ED_aru14,2025-04-19,12:00:00,20250419_12:00:00
Rock Pigeon,0.4524,ED_aru14,2025-04-19,12:00:00,20250419_12:00:00
Black Vulture,0.4194,ED_aru14,2025-04-19,12:00:00,20250419_12:00:00
Carolina Wren,0.3662,ED_aru14,2025-04-19,12:00:00,20250419_12:00:00
Scarlet Tanager,0.3382,ED_aru14,2025-04-19,12:20:00,20250419_12:20:00
Chimney Swift,0.5,ED_aru14,2025-04-19,12:20:00,20250419_12:20:00
Carolina Chickadee,0.2745,ED_aru14,2025-04-19,12:20:00,20250419_12:20:00
Northern Cardinal,0.34,ED_aru14,2025-04-19,12:20:00,20250419_12:20:00
Kentucky Warbler,0.3215,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Carolina Chickadee,0.2787,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Northern Bobwhite,0.2995,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Carolina Wren,0.3422,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Chimney Swift,0.8353,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Rock Pigeon,0.3325,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Red-tailed Hawk,0.8363,ED_aru14,2025-04-19,12:40:00,20250419_12:40:00
Chimney Swift,0.7842,ED_aru14,2025-04-19,13:00:00,20250419_13:00:00
Scarlet Tanager,0.3718,ED_aru14,2025-04-19,13:00:00,20250419_13:00:00
Rock Pigeon,0.4028,ED_aru14,2025-04-19,13:00:00,20250419_13:00:00
American Robin,0.2625,ED_aru14,2025-04-19,13:00:00,20250419_13:00:00
Osprey,0.5786,ED_aru14,2025-04-19,13:00:00,20250419_13:00:00
Chimney Swift,0.9829,ED_aru14,2025-04-19,13:20:00,20250419_13:20:00
House Finch,0.7578,ED_aru14,2025-04-19,13:20:00,20250419_13:20:00
Rock Pigeon,0.7007,ED_aru14,2025-04-19,13:20:00,20250419_13:20:00
Chipping Sparrow,0.3896,ED_aru14,2025-04-19,13:20:00,20250419_13:20:00
Carolina Wren,0.2893,ED_aru14,2025-04-19,13:20:00,20250419_13:20:00
Painted Bunting,0.2746,ED_aru14,2025-04-19,13:20:00,20250419_13:20:00
Chimney Swift,0.5464,ED_aru14,2025-04-19,13:40:00,20250419_13:40:00
Rock Pigeon,0.2601,ED_aru14,2025-04-19,13:40:00,20250419_13:40:00
Blue Jay,0.2616,ED_aru14,2025-04-19,13:40:00,20250419_13:40:00
Chimney Swift,0.7542,ED_aru14,2025-04-19,14:00:00,20250419_14:00:00
Northern Cardinal,0.3511,ED_aru14,2025-04-19,14:00:00,20250419_14:00:00
White-eyed Vireo,0.3668,ED_aru14,2025-04-19,14:00:00,20250419_14:00:00
House Finch,0.4308,ED_aru14,2025-04-19,14:20:00,20250419_14:20:00
Boat-tailed Grackle,0.3474,ED_aru14,2025-04-19,14:20:00,20250419_14:20:00
Northern Cardinal,0.4984,ED_aru14,2025-04-19,14:20:00,20250419_14:20:00
Chimney Swift,0.4137,ED_aru14,2025-04-19,14:20:00,20250419_14:20:00
Rock Pigeon,0.5422,ED_aru14,2025-04-19,14:20:00,20250419_14:20:00
Chimney Swift,0.9987,ED_aru14,2025-04-19,14:40:00,20250419_14:40:00
Northern Cardinal,0.2549,ED_aru14,2025-04-19,14:40:00,20250419_14:40:00
Chimney Swift,0.703,ED_aru14,2025-04-19,15:00:00,20250419_15:00:00
White-throated Sparrow,0.3531,ED_aru14,2025-04-19,15:00:00,20250419_15:00:00
Pine Warbler,0.3553,ED_aru14,2025-04-19,15:00:00,20250419_15:00:00
Northern Cardinal,0.2723,ED_aru14,2025-04-19,15:00:00,20250419_15:00:00
Rock Pigeon,0.262,ED_aru14,2025-04-19,15:00:00,20250419_15:00:00
Chimney Swift,0.967,ED_aru14,2025-04-19,15:20:00,20250419_15:20:00
Northern Cardinal,0.2564,ED_aru14,2025-04-19,15:20:00,20250419_15:20:00
Eastern Towhee,0.6135,ED_aru14,2025-04-19,15:40:00,20250419_15:40:00
Chimney Swift,0.4379,ED_aru14,2025-04-19,15:40:00,20250419_15:40:00
Northern Cardinal,0.2982,ED_aru14,2025-04-19,15:40:00,20250419_15:40:00
Rock Pigeon,0.3563,ED_aru14,2025-04-19,15:40:00,20250419_15:40:00
Common Grackle,0.7162,ED_aru14,2025-04-19,16:00:00,20250419_16:00:00
Chimney Swift,0.9791,ED_aru14,2025-04-19,16:00:00,20250419_16:00:00
Carolina Wren,0.4314,ED_aru14,2025-04-19,16:00:00,20250419_16:00:00
Carolina Wren,0.3675,ED_aru14,2025-04-19,16:20:00,20250419_16:20:00
Chimney Swift,0.934,ED_aru14,2025-04-19,16:20:00,20250419_16:20:00
Chimney Swift,0.9358,ED_aru14,2025-04-19,16:40:00,20250419_16:40:00
Great Crested Flycatcher,0.2671,ED_aru14,2025-04-19,16:40:00,20250419_16:40:00
Rock Pigeon,0.5189,ED_aru14,2025-04-19,16:40:00,20250419_16:40:00
Carolina Wren,0.5394,ED_aru14,2025-04-19,16:40:00,20250419_16:40:00
Eastern Towhee,0.3346,ED_aru14,2025-04-19,16:40:00,20250419_16:40:00
Chimney Swift,0.74,ED_aru14,2025-04-19,17:00:00,20250419_17:00:00
Fish Crow,0.3773,ED_aru14,2025-04-19,17:00:00,20250419_17:00:00
Tufted Titmouse,0.2594,ED_aru14,2025-04-19,17:00:00,20250419_17:00:00
Chimney Swift,0.9229,ED_aru14,2025-04-19,17:20:00,20250419_17:20:00
Eurasian Collared-Dove,0.2823,ED_aru14,2025-04-19,17:20:00,20250419_17:20:00
Carolina Wren,0.6929,ED_aru14,2025-04-19,17:20:00,20250419_17:20:00
American Robin,0.4244,ED_aru14,2025-04-19,17:20:00,20250419_17:20:00
Carolina Wren,0.6063,ED_aru14,2025-04-19,17:40:00,20250419_17:40:00
Northern Cardinal,0.385,ED_aru14,2025-04-19,17:40:00,20250419_17:40:00
Chimney Swift,0.9642,ED_aru14,2025-04-19,17:40:00,20250419_17:40:00
Rock Pigeon,0.2508,ED_aru14,2025-04-19,17:40:00,20250419_17:40:00
Chimney Swift,0.889,ED_aru14,2025-04-19,18:00:00,20250419_18:00:00
Blue Jay,0.3329,ED_aru14,2025-04-19,18:20:00,20250419_18:20:00
Chimney Swift,0.8922,ED_aru14,2025-04-19,18:20:00,20250419_18:20:00
Northern Cardinal,0.3337,ED_aru14,2025-04-19,18:20:00,20250419_18:20:00
Carolina Chickadee,0.4638,ED_aru14,2025-04-19,18:20:00,20250419_18:20:00
American Robin,0.3734,ED_aru14,2025-04-19,18:40:00,20250419_18:40:00
Chimney Swift,0.7824,ED_aru14,2025-04-19,18:40:00,20250419_18:40:00
Common Nighthawk,0.2738,ED_aru14,2025-04-19,18:40:00,20250419_18:40:00
Great Crested Flycatcher,0.3732,ED_aru14,2025-04-19,18:40:00,20250419_18:40:00
Eurasian Collared-Dove,0.608,ED_aru14,2025-04-19,18:40:00,20250419_18:40:00
Northern Cardinal,0.5062,ED_aru14,2025-04-19,18:40:00,20250419_18:40:00
House Finch,0.4471,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Northern Cardinal,0.4688,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Chimney Swift,0.6597,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Eurasian Collared-Dove,0.3384,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Great Crested Flycatcher,0.4105,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Bachman's Sparrow,0.3044,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Purple Martin,0.4598,ED_aru14,2025-04-19,19:00:00,20250419_19:00:00
Chimney Swift,0.9932,ED_aru14,2025-04-19,19:20:00,20250419_19:20:00
Great Crested Flycatcher,0.8813,ED_aru14,2025-04-19,19:20:00,20250419_19:20:00
Northern Cardinal,0.4301,ED_aru14,2025-04-19,19:20:00,20250419_19:20:00
Carolina Wren,0.3578,ED_aru14,2025-04-19,19:20:00,20250419_19:20:00
Kentucky Warbler,0.3965,ED_aru14,2025-04-19,19:20:00,20250419_19:20:00
Chimney Swift,0.8375,ED_aru14,2025-04-19,19:40:00,20250419_19:40:00
Carolina Wren,0.909,ED_aru14,2025-04-19,19:40:00,20250419_19:40:00
Chimney Swift,0.7804,ED_aru14,2025-04-19,20:00:00,20250419_20:00:00
Eastern Towhee,0.3401,ED_aru14,2025-04-19,20:00:00,20250419_20:00:00
Rock Pigeon,0.2903,ED_aru14,2025-04-19,20:00:00,20250419_20:00:00
Chipping Sparrow,0.4142,ED_aru14,2025-04-19,20:00:00,20250419_20:00:00
American Robin,0.4047,ED_aru14,2025-04-19,20:20:00,20250419_20:20:00
Common Nighthawk,0.429,ED_aru14,2025-04-19,21:40:00,20250419_21:40:00
American Robin,0.7952,ED_aru14,2025-04-20,05:40:00,20250420_05:40:00
Northern Cardinal,0.5281,ED_aru14,2025-04-20,06:00:00,20250420_06:00:00
Northern Bobwhite,0.2993,ED_aru14,2025-04-20,06:00:00,20250420_06:00:00
American Robin,0.3837,ED_aru14,2025-04-20,06:00:00,20250420_06:00:00
Wood Thrush,0.2521,ED_aru14,2025-04-20,06:00:00,20250420_06:00:00
Northern Cardinal,0.8307,ED_aru14,2025-04-20,06:20:00,20250420_06:20:00
Carolina Wren,0.2707,ED_aru14,2025-04-20,06:20:00,20250420_06:20:00
Wood Thrush,0.2921,ED_aru14,2025-04-20,06:20:00,20250420_06:20:00
Tufted Titmouse,0.2814,ED_aru14,2025-04-20,06:20:00,20250420_06:20:00
Swainson's Warbler,0.2547,ED_aru14,2025-04-20,06:20:00,20250420_06:20:00
Carolina Wren,0.5518,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Chimney Swift,0.5598,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Common Grackle,0.2671,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
White-throated Sparrow,0.8849,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Mourning Dove,0.4535,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Eastern Towhee,0.275,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Canada Goose,0.4552,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Northern Cardinal,0.5846,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Carolina Chickadee,0.3085,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Rock Pigeon,0.3006,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Great Crested Flycatcher,0.3107,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
Eastern Phoebe,0.2729,ED_aru14,2025-04-20,06:40:00,20250420_06:40:00
White-throated Sparrow,0.6504,ED_aru14,2025-04-20,07:00:00,20250420_07:00:00
Chipping Sparrow,0.4634,ED_aru14,2025-04-20,07:00:00,20250420_07:00:00
Chimney Swift,0.5719,ED_aru14,2025-04-20,07:00:00,20250420_07:00:00
Rock Pigeon,0.4248,ED_aru14,2025-04-20,07:00:00,20250420_07:00:00
Carolina Wren,0.3053,ED_aru14,2025-04-20,07:00:00,20250420_07:00:00
House Finch,0.8169,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Chimney Swift,0.9189,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Red-bellied Woodpecker,0.433,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Rock Pigeon,0.9147,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Tufted Titmouse,0.4283,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Mourning Dove,0.4907,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Carolina Wren,0.4357,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Downy Woodpecker,0.6506,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Eurasian Collared-Dove,0.2549,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Brown-headed Nuthatch,0.514,ED_aru14,2025-04-20,07:20:00,20250420_07:20:00
Carolina Wren,0.8387,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Red-bellied Woodpecker,0.331,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Chimney Swift,0.8828,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Common Grackle,0.3987,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Red-headed Woodpecker,0.7007,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Downy Woodpecker,0.6603,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
House Finch,0.8936,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Yellow-throated Warbler,0.251,ED_aru14,2025-04-20,07:40:00,20250420_07:40:00
Chimney Swift,0.9758,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Carolina Wren,0.2658,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
American Crow,0.493,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Scarlet Tanager,0.3785,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Red-bellied Woodpecker,0.3032,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
American Robin,0.3741,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
White-throated Sparrow,0.2875,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Northern Cardinal,0.8391,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Tufted Titmouse,0.3554,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Wood Thrush,0.3132,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Rock Pigeon,0.2997,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Pine Warbler,0.2852,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Eastern Towhee,0.2922,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Black-throated Green Warbler,0.4608,ED_aru14,2025-04-20,08:00:00,20250420_08:00:00
Carolina Wren,0.3624,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Northern Cardinal,0.2686,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Scarlet Tanager,0.4746,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Chimney Swift,0.3808,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Red-headed Woodpecker,0.2589,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Chuck-will's-widow,0.6946,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Yellow-billed Cuckoo,0.9056,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Bachman's Sparrow,0.2757,ED_aru14,2025-04-20,08:20:00,20250420_08:20:00
Pine Warbler,0.2856,ED_aru14,2025-04-20,08:40:00,20250420_08:40:00
Chimney Swift,0.9742,ED_aru14,2025-04-20,08:40:00,20250420_08:40:00
Scarlet Tanager,0.7559,ED_aru14,2025-04-20,08:40:00,20250420_08:40:00
Summer Tanager,0.2565,ED_aru14,2025-04-20,08:40:00,20250420_08:40:00
Yellow-throated Vireo,0.5496,ED_aru14,2025-04-20,08:40:00,20250420_08:40:00
Pine Warbler,0.7644,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Ovenbird,0.3195,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Chimney Swift,0.4471,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Rock Pigeon,0.4419,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Carolina Wren,0.568,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Northern Cardinal,0.3302,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Blue Jay,0.316,ED_aru14,2025-04-20,09:00:00,20250420_09:00:00
Summer Tanager,0.2532,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Great Crested Flycatcher,0.918,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Eurasian Collared-Dove,0.7341,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Chimney Swift,0.854,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Great Blue Heron,0.4694,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Rock Pigeon,0.6904,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Barred Owl,0.3381,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Carolina Wren,0.324,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Bachman's Sparrow,0.3763,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Pine Warbler,0.2921,ED_aru14,2025-04-20,09:20:00,20250420_09:20:00
Carolina Wren,0.3168,ED_aru14,2025-04-20,09:40:00,20250420_09:40:00
White-throated Sparrow,0.2896,ED_aru14,2025-04-20,09:40:00,20250420_09:40:00
Chimney Swift,0.6736,ED_aru14,2025-04-20,09:40:00,20250420_09:40:00
Rock Pigeon,0.5388,ED_aru14,2025-04-20,09:40:00,20250420_09:40:00
Pine Warbler,0.4205,ED_aru14,2025-04-20,09:40:00,20250420_09:40:00
Eurasian Collared-Dove,0.3137,ED_aru14,2025-04-20,10:00:00,20250420_10:00:00
Blue Jay,0.2973,ED_aru14,2025-04-20,10:00:00,20250420_10:00:00
Carolina Wren,0.2727,ED_aru14,2025-04-20,10:00:00,20250420_10:00:00
